datetime,footfall,is_holiday,day_of_week,is_weekend,temperature,rain_mm,promotion,holiday_type,lag_1h,lag_24h,rolling_mean_3h,rolling_mean_3d_same_hour
2023-01-05 14:00:00,49,0,3,0,33.45393812074393,0.0158145245477775,0,normal,62.0,34.0,48.333333333333336,36.666666666666664
2023-01-05 15:00:00,23,0,3,0,36.65631715701782,0.5272979294379948,0,normal,49.0,49.0,44.666666666666664,41.333333333333336
2023-01-05 16:00:00,40,0,3,0,39.877725635611796,0.22984952708610068,0,normal,23.0,60.0,37.333333333333336,47.666666666666664
2023-01-05 17:00:00,51,0,3,0,32.60412881077355,0.9988690294133968,0,normal,40.0,57.0,38.0,55.333333333333336
2023-01-05 18:00:00,54,0,3,0,34.07170511668092,0.32047655735140684,0,normal,51.0,18.0,48.333333333333336,45.0
2023-01-05 19:00:00,65,0,3,0,29.46832512996986,1.7240411706004004,0,normal,54.0,29.0,56.666666666666664,34.666666666666664
2023-01-05 20:00:00,21,0,3,0,29.018966879596647,0.1026060891304192,0,normal,65.0,20.0,46.666666666666664,22.333333333333332
2023-01-05 21:00:00,28,0,3,0,39.06262911197099,1.0148427523649552,0,normal,21.0,30.0,38.0,26.333333333333332
2023-01-06 09:00:00,44,1,4,1,41.78120014285412,0.7493886523371488,0,normal,28.0,36.0,31.0,28.666666666666668
2023-01-06 10:00:00,51,1,4,1,34.63994939209833,0.7368460219450181,0,normal,44.0,41.0,41.0,35.666666666666664
2023-01-06 11:00:00,58,1,4,1,40.01766448946012,0.9314663054072945,0,normal,51.0,58.0,51.0,45.0
2023-01-06 12:00:00,50,1,4,1,36.808180125238174,0.7156960563018635,0,normal,58.0,48.0,53.0,49.0
2023-01-06 13:00:00,61,1,4,1,31.77440122697438,0.4920443752117819,0,normal,50.0,35.0,56.333333333333336,47.0
2023-01-06 14:00:00,68,1,4,1,36.80697802754207,0.07034699296379124,0,normal,61.0,24.0,59.666666666666664,35.666666666666664
2023-01-06 15:00:00,44,1,4,1,42.690182832329846,0.016533456674992855,0,festival,68.0,39.0,57.666666666666664,32.666666666666664
2023-01-06 16:00:00,66,1,4,1,34.82086980445024,1.268191650907132,0,normal,44.0,53.0,59.333333333333336,38.666666666666664
2023-01-06 17:00:00,41,1,4,1,42.82321827907003,0.4794038447153901,0,normal,66.0,48.0,50.333333333333336,46.666666666666664
2023-01-06 18:00:00,66,1,4,1,21.901274479551276,0.7961362694658197,0,normal,41.0,19.0,57.666666666666664,40.0
2023-01-06 19:00:00,64,1,4,1,39.10951252187612,0.3284291801348973,0,normal,66.0,23.0,57.0,30.0
2023-01-06 20:00:00,54,1,4,1,35.435235341190854,0.062389582087004014,0,normal,64.0,31.0,61.333333333333336,24.333333333333332
2023-01-06 21:00:00,59,1,4,1,33.50496324767066,0.0668718745581692,0,normal,54.0,42.0,59.0,32.0
2023-01-07 09:00:00,81,1,5,1,35.458803882677515,0.5784894074723557,0,normal,59.0,31.0,64.66666666666667,34.666666666666664
2023-01-07 10:00:00,51,1,5,1,25.062155426995538,0.28132785996209514,0,normal,81.0,34.0,63.666666666666664,35.666666666666664
2023-01-07 11:00:00,54,1,5,1,33.90164056081244,0.11189983744581807,0,national,51.0,62.0,62.0,42.333333333333336
2023-01-07 12:00:00,67,1,5,1,36.78556285755873,0.3382380067046655,0,normal,54.0,49.0,57.333333333333336,48.333333333333336
2023-01-07 13:00:00,71,1,5,1,42.38947022370758,0.03318152539672983,0,normal,67.0,23.0,64.0,44.666666666666664
2023-01-07 14:00:00,77,1,5,1,32.40864890863176,0.4361027161624753,0,national,71.0,40.0,71.66666666666667,37.333333333333336
2023-01-07 15:00:00,53,1,5,1,30.95753198553406,0.1566663983062287,0,normal,77.0,51.0,67.0,38.0
2023-01-07 16:00:00,47,1,5,1,32.491214782077314,0.7986536450159809,1,normal,53.0,54.0,59.0,48.333333333333336
2023-01-07 17:00:00,60,1,5,1,39.57701058851037,0.1857941985900969,0,normal,47.0,65.0,53.333333333333336,56.666666666666664
2023-01-07 18:00:00,66,1,5,1,36.64375554829842,0.30368675459765626,0,normal,60.0,21.0,57.666666666666664,46.666666666666664
2023-01-07 19:00:00,67,1,5,1,32.351198981164806,0.005844293025465451,0,normal,66.0,28.0,64.33333333333333,38.0
2023-01-07 20:00:00,70,1,5,1,37.56633716556678,0.03760261115334893,0,normal,67.0,44.0,67.66666666666667,31.0
2023-01-07 21:00:00,61,1,5,1,35.4853877467402,0.2491962485428586,0,normal,70.0,51.0,66.0,41.0
2023-01-08 09:00:00,51,1,6,1,39.84322495266444,0.32690442439000633,0,normal,61.0,58.0,60.666666666666664,51.0
2023-01-08 10:00:00,61,1,6,1,31.489734530613237,0.4581710517459567,0,normal,51.0,50.0,57.666666666666664,53.0
2023-01-08 11:00:00,64,1,6,1,33.36168926701116,0.1724173575372291,0,normal,61.0,61.0,58.666666666666664,56.333333333333336
2023-01-08 12:00:00,43,1,6,1,33.03945923433921,0.593692057194593,0,normal,64.0,68.0,56.0,59.666666666666664
2023-01-08 13:00:00,59,1,6,1,27.682425259339407,0.9834937522015511,0,festival,43.0,44.0,55.333333333333336,57.666666666666664
2023-01-08 14:00:00,55,1,6,1,36.48060138532288,0.7567253193487854,1,normal,59.0,66.0,52.333333333333336,59.333333333333336
2023-01-08 15:00:00,63,1,6,1,36.30527636089945,0.020212508198851578,0,normal,55.0,41.0,59.0,50.333333333333336
2023-01-08 16:00:00,51,1,6,1,35.025567283212304,0.32745092075105414,0,normal,63.0,66.0,56.333333333333336,57.666666666666664
2023-01-08 17:00:00,54,1,6,1,33.82706433312426,0.05542677540477307,0,normal,51.0,64.0,56.0,57.0
2023-01-08 18:00:00,66,1,6,1,27.92314628974793,0.1385656413923591,0,festival,54.0,54.0,57.0,61.333333333333336
2023-01-08 19:00:00,76,1,6,1,32.89677338617321,2.1585913276147166,0,normal,66.0,59.0,65.33333333333333,59.0
2023-01-08 20:00:00,41,1,6,1,33.286427417366156,0.07686445108652931,0,normal,76.0,81.0,61.0,64.66666666666667
2023-01-08 21:00:00,67,1,6,1,30.988613653891903,0.3454629781045037,0,normal,41.0,51.0,61.333333333333336,63.666666666666664
2023-01-09 09:00:00,84,1,0,0,34.19357144166995,0.48137121748064327,0,normal,67.0,54.0,64.0,62.0
2023-01-09 10:00:00,71,1,0,0,37.02025428407269,0.6061116574288691,0,normal,84.0,67.0,74.0,57.333333333333336
2023-01-09 11:00:00,72,1,0,0,44.43092950605265,0.4100912120190553,0,national,71.0,71.0,75.66666666666667,64.0
2023-01-09 12:00:00,60,1,0,0,35.872889064159196,0.004909447692281613,0,normal,72.0,77.0,67.66666666666667,71.66666666666667
2023-01-09 13:00:00,51,1,0,0,36.28775195361382,0.19760491799893007,0,normal,60.0,53.0,61.0,67.0
2023-01-09 14:00:00,55,1,0,0,34.62777042116917,0.36460654678634163,0,normal,51.0,47.0,55.333333333333336,59.0
2023-01-09 15:00:00,73,1,0,0,25.406143923504793,0.04598445855202536,0,normal,55.0,60.0,59.666666666666664,53.333333333333336
2023-01-09 16:00:00,58,1,0,0,34.867430622753915,0.2158739455418413,0,normal,73.0,66.0,62.0,57.666666666666664
2023-01-09 17:00:00,60,1,0,0,35.30115104970513,0.016883422852762026,0,normal,58.0,67.0,63.666666666666664,64.33333333333333
2023-01-09 18:00:00,55,1,0,0,47.316210562426434,0.040918844804043626,0,normal,60.0,70.0,57.666666666666664,67.66666666666667
2023-01-09 19:00:00,56,1,0,0,34.03819517609439,0.25285542676779743,0,normal,55.0,61.0,57.0,66.0
2023-01-09 20:00:00,53,1,0,0,36.50773671166806,0.07119425296233069,0,normal,56.0,51.0,54.666666666666664,60.666666666666664
2023-01-09 21:00:00,57,1,0,0,34.82644115147378,0.41913370195906036,0,normal,53.0,61.0,55.333333333333336,57.666666666666664
2023-01-10 09:00:00,46,0,1,0,29.15660981190234,0.584729281579217,1,normal,57.0,64.0,52.0,58.666666666666664
2023-01-10 10:00:00,18,0,1,0,40.7141140725751,0.8061878595553796,0,normal,46.0,43.0,40.333333333333336,56.0
2023-01-10 11:00:00,30,0,1,0,38.75966516343387,0.1116656871289236,0,normal,18.0,59.0,31.333333333333332,55.333333333333336
2023-01-10 12:00:00,43,0,1,0,38.95515973521523,0.09165056756753848,0,normal,30.0,55.0,30.333333333333332,52.333333333333336
2023-01-10 13:00:00,58,0,1,0,30.453062726026303,0.05522440864253784,0,normal,43.0,63.0,43.666666666666664,59.0
2023-01-10 14:00:00,38,0,1,0,42.013971554680495,0.5058920573520652,0,normal,58.0,51.0,46.333333333333336,56.333333333333336
2023-01-10 15:00:00,23,0,1,0,27.990744686038596,0.6128974697557997,0,normal,38.0,54.0,39.666666666666664,56.0
2023-01-10 16:00:00,42,0,1,0,37.93428546900135,0.016047873368016056,0,normal,23.0,66.0,34.333333333333336,57.0
2023-01-10 17:00:00,44,0,1,0,45.952278129049894,1.3760970272244544,0,normal,42.0,76.0,36.333333333333336,65.33333333333333
2023-01-10 18:00:00,72,0,1,0,30.04731837434656,0.026685242839504016,1,normal,44.0,41.0,52.666666666666664,61.0
2023-01-10 19:00:00,35,0,1,0,32.16851135198614,0.389675444047811,0,normal,72.0,67.0,50.333333333333336,61.333333333333336
2023-01-10 20:00:00,34,0,1,0,35.498256825438204,0.6173200020306195,0,normal,35.0,84.0,47.0,64.0
2023-01-10 21:00:00,36,0,1,0,32.482621729419,1.0238517762273804,0,normal,34.0,71.0,35.0,74.0
2023-01-11 09:00:00,50,1,2,0,27.246682844669337,0.6260337364360131,0,normal,36.0,72.0,40.0,75.66666666666667
2023-01-11 10:00:00,22,1,2,0,35.34281487403014,0.809057936298363,0,normal,50.0,60.0,36.0,67.66666666666667
2023-01-11 11:00:00,51,1,2,0,29.688481431369475,0.2073413745732168,0,festival,22.0,51.0,41.0,61.0
2023-01-11 12:00:00,69,1,2,0,37.36796215317591,0.8432272846739617,0,normal,51.0,55.0,47.333333333333336,55.333333333333336
2023-01-11 13:00:00,56,1,2,0,30.402878828830985,0.04175322487908133,0,normal,69.0,73.0,58.666666666666664,59.666666666666664
2023-01-11 14:00:00,67,1,2,0,42.7496720250877,1.126025159392608,0,normal,56.0,58.0,64.0,62.0
2023-01-11 15:00:00,71,1,2,0,31.083733538318814,0.39658584143946474,1,national,67.0,60.0,64.66666666666667,63.666666666666664
2023-01-11 16:00:00,52,1,2,0,33.38969241897162,0.8499488048327594,0,normal,71.0,55.0,63.333333333333336,57.666666666666664
2023-01-11 17:00:00,58,1,2,0,39.06758608684835,0.3010304859675232,1,normal,52.0,56.0,60.333333333333336,57.0
2023-01-11 18:00:00,58,1,2,0,28.845678417830225,0.5158195008600444,0,normal,58.0,53.0,56.0,54.666666666666664
2023-01-11 19:00:00,64,1,2,0,36.13729967302065,0.3736989069793848,0,normal,58.0,57.0,60.0,55.333333333333336
2023-01-11 20:00:00,69,1,2,0,41.53571377141214,0.6576189174934604,0,normal,64.0,46.0,63.666666666666664,52.0
2023-01-11 21:00:00,71,1,2,0,26.96258382719386,0.04257744994447808,0,normal,69.0,18.0,68.0,40.333333333333336
2023-01-12 09:00:00,32,0,3,0,35.92316929266152,0.031125015659507538,0,normal,71.0,30.0,57.333333333333336,31.333333333333332
2023-01-12 10:00:00,28,0,3,0,36.29941397124212,0.1419135787699582,0,normal,32.0,43.0,43.666666666666664,30.333333333333332
2023-01-12 11:00:00,26,0,3,0,38.909114358886555,0.08690574325757502,1,normal,28.0,58.0,28.666666666666668,43.666666666666664
2023-01-12 12:00:00,49,0,3,0,28.81524644560959,1.0270177785011991,0,normal,26.0,38.0,34.333333333333336,46.333333333333336
2023-01-12 13:00:00,49,0,3,0,28.397716934578618,0.12372707909027697,0,normal,49.0,23.0,41.333333333333336,39.666666666666664
2023-01-12 14:00:00,58,0,3,0,37.60970782808449,1.8620514047170467,0,normal,49.0,42.0,52.0,34.333333333333336
2023-01-12 15:00:00,38,0,3,0,36.48492336616593,0.20541156216571466,0,normal,58.0,44.0,48.333333333333336,36.333333333333336
2023-01-12 16:00:00,22,0,3,0,36.252464251729386,0.10051855198942644,0,normal,38.0,72.0,39.333333333333336,52.666666666666664
2023-01-12 17:00:00,59,0,3,0,36.73224104748488,0.7796065487971737,0,normal,22.0,35.0,39.666666666666664,50.333333333333336
2023-01-12 18:00:00,50,0,3,0,31.599876392107547,0.5375081026707593,1,normal,59.0,34.0,43.666666666666664,47.0
2023-01-12 19:00:00,57,0,3,0,36.16126848580502,0.3447725543617169,0,normal,50.0,36.0,55.333333333333336,35.0
2023-01-12 20:00:00,32,0,3,0,36.46536236649341,0.40524914955781033,0,normal,57.0,50.0,46.333333333333336,40.0
2023-01-12 21:00:00,34,0,3,0,31.42824290986816,0.6350594698644831,1,normal,32.0,22.0,41.0,36.0
2023-01-13 09:00:00,39,0,4,1,44.328872555723784,0.12967997284335336,0,normal,34.0,51.0,35.0,41.0
2023-01-13 10:00:00,37,0,4,1,37.36916460455894,2.8043156160238523,0,normal,39.0,69.0,36.666666666666664,47.333333333333336
2023-01-13 11:00:00,32,0,4,1,29.043482513986756,1.8403199889450474,0,normal,37.0,56.0,36.0,58.666666666666664
2023-01-13 12:00:00,51,0,4,1,38.28276804316915,0.5253765450662784,0,normal,32.0,67.0,40.0,64.0
2023-01-13 13:00:00,53,0,4,1,30.126591648863393,0.11128588923444667,1,normal,51.0,71.0,45.333333333333336,64.66666666666667
2023-01-13 14:00:00,53,0,4,1,38.93542301871226,0.5700738976376843,0,normal,53.0,52.0,52.333333333333336,63.333333333333336
2023-01-13 15:00:00,17,0,4,1,40.79297789503702,0.037468685917146645,0,normal,53.0,58.0,41.0,60.333333333333336
2023-01-13 16:00:00,40,0,4,1,30.89658840824145,0.01556605826180974,0,normal,17.0,58.0,36.666666666666664,56.0
2023-01-13 17:00:00,58,0,4,1,39.816880646221605,0.14898937656944827,1,normal,40.0,64.0,38.333333333333336,60.0
2023-01-13 18:00:00,45,0,4,1,37.063904634682494,0.31052765093671947,0,normal,58.0,69.0,47.666666666666664,63.666666666666664
2023-01-13 19:00:00,47,0,4,1,39.11030079997245,1.0135099625954203,0,normal,45.0,71.0,50.0,68.0
2023-01-13 20:00:00,35,0,4,1,44.48396491326974,0.6494514894089445,0,normal,47.0,32.0,42.333333333333336,57.333333333333336
2023-01-13 21:00:00,23,0,4,1,33.77305941998565,0.678768952374661,0,normal,35.0,28.0,35.0,43.666666666666664
2023-01-14 09:00:00,61,1,5,1,31.23131917821255,0.27712178970370693,0,normal,23.0,26.0,39.666666666666664,28.666666666666668
2023-01-14 10:00:00,52,1,5,1,30.552427851872384,0.2122742663447413,0,national,61.0,49.0,45.333333333333336,34.333333333333336
2023-01-14 11:00:00,59,1,5,1,30.920948575172808,0.23184282527364852,0,normal,52.0,49.0,57.333333333333336,41.333333333333336
2023-01-14 12:00:00,56,1,5,1,34.61449145292948,2.197031945758252,0,normal,59.0,58.0,55.666666666666664,52.0
2023-01-14 13:00:00,38,1,5,1,36.70575987408322,0.020467871021964335,0,normal,56.0,38.0,51.0,48.333333333333336
2023-01-14 14:00:00,51,1,5,1,36.3834539966501,1.0088214958778694,0,normal,38.0,22.0,48.333333333333336,39.333333333333336
2023-01-14 15:00:00,70,1,5,1,39.13591624518012,0.43217587067633123,0,normal,51.0,59.0,53.0,39.666666666666664
2023-01-14 16:00:00,67,1,5,1,35.065009459389536,0.28867454051732977,0,normal,70.0,50.0,62.666666666666664,43.666666666666664
2023-01-14 17:00:00,54,1,5,1,42.26767038578659,0.6459607837444352,0,normal,67.0,57.0,63.666666666666664,55.333333333333336
2023-01-14 18:00:00,58,1,5,1,33.67671583381022,0.333417151799607,0,normal,54.0,32.0,59.666666666666664,46.333333333333336
2023-01-14 19:00:00,59,1,5,1,48.600845832948096,1.0334531706338834,0,normal,58.0,34.0,57.0,41.0
2023-01-14 20:00:00,72,1,5,1,38.128336738825034,1.1548142398101873,0,normal,59.0,39.0,63.0,35.0
2023-01-14 21:00:00,60,1,5,1,30.714212217918586,0.2738493506770124,0,normal,72.0,37.0,63.666666666666664,36.666666666666664
2023-01-15 09:00:00,64,1,6,1,29.64553750969444,0.16205395354257096,0,normal,60.0,32.0,65.33333333333333,36.0
2023-01-15 10:00:00,62,1,6,1,37.41236207621593,0.44867356097045463,0,normal,64.0,51.0,62.0,40.0
2023-01-15 11:00:00,57,1,6,1,33.88268607337075,1.2172779697617995,0,normal,62.0,53.0,61.0,45.333333333333336
2023-01-15 12:00:00,62,1,6,1,38.57000247046046,0.11828044947501228,0,normal,57.0,53.0,60.333333333333336,52.333333333333336
2023-01-15 13:00:00,79,1,6,1,37.366188122867726,0.4877107288497878,0,normal,62.0,17.0,66.0,41.0
2023-01-15 14:00:00,77,1,6,1,34.63585543671564,0.4992390001127717,0,normal,79.0,40.0,72.66666666666667,36.666666666666664
2023-01-15 15:00:00,69,1,6,1,30.766031409657977,0.6604650075634277,0,normal,77.0,58.0,75.0,38.333333333333336
2023-01-15 16:00:00,77,1,6,1,27.425763876570677,0.07053281485133021,0,normal,69.0,45.0,74.33333333333333,47.666666666666664
2023-01-15 17:00:00,48,1,6,1,32.767425239664895,0.6290824545635549,0,normal,77.0,47.0,64.66666666666667,50.0
2023-01-15 18:00:00,36,1,6,1,39.28199397161736,1.1986266031446224,0,normal,48.0,35.0,53.666666666666664,42.333333333333336
2023-01-15 19:00:00,53,1,6,1,36.07046872065102,0.09903228039007228,0,normal,36.0,23.0,45.666666666666664,35.0
2023-01-15 20:00:00,72,1,6,1,28.771306106440058,0.13560479584358098,1,normal,53.0,61.0,53.666666666666664,39.666666666666664
2023-01-15 21:00:00,66,1,6,1,35.86590462925591,1.7770885194307557,0,normal,72.0,52.0,63.666666666666664,45.333333333333336
2023-01-16 09:00:00,27,0,0,0,36.92658689864418,0.09982152737757895,0,normal,66.0,59.0,55.0,57.333333333333336
2023-01-16 10:00:00,31,0,0,0,30.580712818994336,0.963394883878329,0,normal,27.0,56.0,41.333333333333336,55.666666666666664
2023-01-16 11:00:00,34,0,0,0,35.768625529727636,0.33891047127677454,1,normal,31.0,38.0,30.666666666666668,51.0
2023-01-16 12:00:00,43,0,0,0,35.29104359223,0.14199848499718523,0,normal,34.0,51.0,36.0,48.333333333333336
2023-01-16 13:00:00,55,0,0,0,29.285148510846884,1.0230030008724245,0,normal,43.0,70.0,44.0,53.0
2023-01-16 14:00:00,34,0,0,0,36.788936801741414,0.2946686627799779,0,normal,55.0,67.0,44.0,62.666666666666664
2023-01-16 15:00:00,30,0,0,0,37.803922631841175,0.36161493455055904,0,normal,34.0,54.0,39.666666666666664,63.666666666666664
2023-01-16 16:00:00,30,0,0,0,40.41525621587638,0.22254497958890393,0,normal,30.0,58.0,31.333333333333332,59.666666666666664
2023-01-16 17:00:00,40,0,0,0,40.26901026017451,0.44941067134253926,0,normal,30.0,59.0,33.333333333333336,57.0
2023-01-16 18:00:00,53,0,0,0,28.111653160214544,0.08927864880881568,0,normal,40.0,72.0,41.0,63.0
2023-01-16 19:00:00,50,0,0,0,30.310874800424386,0.24803545318173678,0,normal,53.0,60.0,47.666666666666664,63.666666666666664
2023-01-16 20:00:00,27,0,0,0,37.5751763360433,1.743579020910572,0,normal,50.0,64.0,43.333333333333336,65.33333333333333
2023-01-16 21:00:00,28,0,0,0,37.56892975456105,0.1492929402120031,0,normal,27.0,62.0,35.0,62.0
2023-01-17 09:00:00,39,0,1,0,37.57523843153024,0.5346286922585514,1,normal,28.0,57.0,31.333333333333332,61.0
2023-01-17 10:00:00,37,0,1,0,54.26365745327361,0.19666210219446353,1,normal,39.0,62.0,34.666666666666664,60.333333333333336
2023-01-17 11:00:00,51,0,1,0,37.85445255346583,0.7424458453535825,0,normal,37.0,79.0,42.333333333333336,66.0
2023-01-17 12:00:00,52,0,1,0,40.677828200902994,0.07013338980506838,1,normal,51.0,77.0,46.666666666666664,72.66666666666667
2023-01-17 13:00:00,62,0,1,0,39.770008817466014,1.7503052272122,0,normal,52.0,69.0,55.0,75.0
2023-01-17 14:00:00,45,0,1,0,38.25695625652899,0.3023754610823689,0,normal,62.0,77.0,53.0,74.33333333333333
2023-01-17 15:00:00,27,0,1,0,33.423653776798275,0.13462677174886012,0,normal,45.0,48.0,44.666666666666664,64.66666666666667
2023-01-17 16:00:00,12,0,1,0,38.79484610246634,0.038168861277968535,0,normal,27.0,36.0,28.0,53.666666666666664
2023-01-17 17:00:00,51,0,1,0,31.13587392731214,0.09301897005229696,0,normal,12.0,53.0,30.0,45.666666666666664
2023-01-17 18:00:00,62,0,1,0,33.815906966299956,0.36674917271479074,0,normal,51.0,72.0,41.666666666666664,53.666666666666664
2023-01-17 19:00:00,56,0,1,0,32.57318226085448,0.20549253990258332,0,normal,62.0,66.0,56.333333333333336,63.666666666666664
2023-01-17 20:00:00,19,0,1,0,35.40937069693161,0.8827049420610787,0,normal,56.0,27.0,45.666666666666664,55.0
2023-01-17 21:00:00,32,0,1,0,46.573292833367546,0.2818385953427962,1,normal,19.0,31.0,35.666666666666664,41.333333333333336
2023-01-18 09:00:00,38,1,2,0,25.66367403704126,0.1429846184879255,0,normal,32.0,34.0,29.666666666666668,30.666666666666668
2023-01-18 10:00:00,50,1,2,0,38.431300951872565,0.4800494582867339,0,normal,38.0,43.0,40.0,36.0
2023-01-18 11:00:00,58,1,2,0,26.936420644051744,0.6134113034796724,0,normal,50.0,55.0,48.666666666666664,44.0
2023-01-18 12:00:00,49,1,2,0,32.64034067105283,0.09138597384292341,0,normal,58.0,34.0,52.333333333333336,44.0
2023-01-18 13:00:00,64,1,2,0,40.44475298483683,0.09173263506538035,0,normal,49.0,30.0,57.0,39.666666666666664
2023-01-18 14:00:00,52,1,2,0,35.321400095477316,0.01868036400474137,0,normal,64.0,30.0,55.0,31.333333333333332
2023-01-18 15:00:00,50,1,2,0,29.61127611035347,0.666665060394917,0,normal,52.0,40.0,55.333333333333336,33.333333333333336
2023-01-18 16:00:00,53,1,2,0,31.42348145370016,0.5450312625735495,0,normal,50.0,53.0,51.666666666666664,41.0
2023-01-18 17:00:00,48,1,2,0,38.39798874467338,0.3218270848176464,0,normal,53.0,50.0,50.333333333333336,47.666666666666664
2023-01-18 18:00:00,79,1,2,0,31.34816684141432,0.9294962453380751,0,normal,48.0,27.0,60.0,43.333333333333336
2023-01-18 19:00:00,54,1,2,0,36.08229294790988,0.8190991605846757,0,normal,79.0,28.0,60.333333333333336,35.0
2023-01-18 20:00:00,57,1,2,0,35.22785919951907,0.4401655068179608,0,normal,54.0,39.0,63.333333333333336,31.333333333333332
2023-01-18 21:00:00,69,1,2,0,31.741998261970913,1.0135053132645013,0,normal,57.0,37.0,60.0,34.666666666666664
2023-01-19 09:00:00,23,0,3,0,45.719720446626624,0.11523592518528677,0,normal,69.0,51.0,49.666666666666664,42.333333333333336
2023-01-19 10:00:00,16,0,3,0,38.169595111590056,0.05934651069514229,0,normal,23.0,52.0,36.0,46.666666666666664
2023-01-19 11:00:00,27,0,3,0,24.874287066711965,0.15718390286405398,0,normal,16.0,62.0,22.0,55.0
2023-01-19 12:00:00,61,0,3,0,35.93227157384714,0.029390553364981354,0,normal,27.0,45.0,34.666666666666664,53.0
2023-01-19 13:00:00,56,0,3,0,31.69106767615806,0.37875702141697193,0,normal,61.0,27.0,48.0,44.666666666666664
2023-01-19 14:00:00,80,0,3,0,39.26216667398112,1.3791906027009833,0,normal,56.0,12.0,65.66666666666667,28.0
2023-01-19 15:00:00,24,0,3,0,31.037396307836495,0.020069208204691116,0,normal,80.0,51.0,53.333333333333336,30.0
